benchmark,idx,class,difficulty,difficulty_score,planner_used,plan_valid,compiler_status,selected_candidate_source,fallback_used,fallback_reason,lm_calls
spider_dev,290,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,291,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,292,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,293,neutral,hard,0.55,True,False,skipped,b0_anchor_plan_invalid,True,plan_invalid:jsonschema:'op' is a required property,2
spider_dev,294,neutral,hard,0.55,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'INTERSECT' is not of type 'object', 'null'",2
spider_dev,295,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,296,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,297,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,298,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,299,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,300,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,301,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,302,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,303,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,304,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,305,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,306,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,307,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,308,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,309,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,310,neutral,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,311,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,312,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,313,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,314,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,315,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,316,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,317,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,318,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,319,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,320,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,321,neutral,hard,0.5,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'distinct' is not one of ['scalar', 'table', 'grouped']",2
spider_dev,322,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,323,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,324,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,325,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,326,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,327,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,328,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,329,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,330,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,331,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,332,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,333,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,334,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,335,helpful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,336,helpful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,337,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,338,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'number' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,339,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,340,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,341,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,342,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,343,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,344,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'mode' is not one of ['count', 'count_distinct', 'sum', 'avg', 'min', 'max', 'none']",2
spider_dev,345,helpful,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,346,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,347,neutral,hard,0.4,True,True,ok,planner_compiled,False,,2
spider_dev,348,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,349,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,350,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,351,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,352,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,353,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'distinct' is not one of ['scalar', 'table', 'grouped']",2
spider_dev,354,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'distinct' is not one of ['scalar', 'table', 'grouped']",2
spider_dev,355,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,356,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,357,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,358,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,359,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,360,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,361,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,362,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,363,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,364,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,365,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,366,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,367,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,368,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,369,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,370,helpful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,371,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,372,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,373,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,374,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,375,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,376,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,377,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'between' is not one of ['=', '!=', '<', '<=', '>', '>=']",2
spider_dev,378,neutral,hard,0.7,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'between' is not one of ['=', '!=', '<', '<=', '>', '>=']",2
spider_dev,379,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,380,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,381,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,382,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,383,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,384,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,385,neutral,hard,0.4,True,True,ok,planner_compiled,False,,2
spider_dev,386,neutral,hard,0.4,True,True,ok,planner_compiled,False,,2
spider_dev,387,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,388,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,389,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,390,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,391,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,392,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,393,helpful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,394,helpful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,395,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,396,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,397,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,398,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,399,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,400,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,401,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,402,helpful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,403,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,404,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,405,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,406,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,407,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,408,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,409,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,410,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,411,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,412,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,413,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,414,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,415,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,416,neutral,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,417,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,418,neutral,hard,0.8,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'number' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,419,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,420,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,421,harmful,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,422,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,423,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,424,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,425,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,426,harmful,hard,0.7,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'INTERSECT' is not of type 'object', 'null'",2
spider_dev,427,helpful,hard,0.5,True,True,skeleton,planner_skeleton_synth,False,,3
spider_dev,428,harmful,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,429,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,430,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,431,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,432,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,433,neutral,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,434,neutral,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,435,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,436,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,437,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,438,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,439,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,440,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,441,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,442,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,443,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,444,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,445,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,446,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,447,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,448,harmful,hard,0.55,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'INTERSECT' is not of type 'object', 'null'",2
spider_dev,449,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,450,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,451,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,452,neutral,hard,0.85,True,False,skipped,b0_anchor_plan_invalid,True,plan_invalid:jsonschema:'agg' is a required property,2
spider_dev,453,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,454,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,455,helpful,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,456,helpful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,457,neutral,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,458,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,459,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,460,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,461,harmful,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,462,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,463,neutral,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,464,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,465,neutral,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,466,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,467,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,468,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,469,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,470,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,471,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,472,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,473,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,474,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,475,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,476,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,477,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,478,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,479,neutral,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,480,neutral,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,481,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,482,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,483,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,484,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,485,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,486,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,487,neutral,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,488,harmful,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,489,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,490,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,491,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,492,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,493,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,494,helpful,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,495,neutral,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,496,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,497,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,498,neutral,hard,0.55,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'none' is not one of ['count', 'sum', 'avg', 'min', 'max']",2
spider_dev,499,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,500,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,501,neutral,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,502,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,503,helpful,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'null' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,504,harmful,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,505,neutral,hard,0.55,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'null' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,506,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,507,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,508,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,509,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,510,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,511,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,512,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,513,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,514,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,515,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,516,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,517,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,518,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,519,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,520,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,521,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,522,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,523,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,524,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,525,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,526,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,527,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,528,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,529,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,530,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,531,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,532,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,533,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,534,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,535,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,536,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,537,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,538,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,539,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,540,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,541,neutral,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,542,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,543,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,plan_invalid:jsonschema:'agg' is a required property,2
spider_dev,544,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,545,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,546,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,547,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,548,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,549,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,550,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,551,harmful,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,552,harmful,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,553,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,554,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,555,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,556,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,557,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,558,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,559,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'number' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,560,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'number' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,561,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,562,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,563,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,564,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,565,neutral,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,566,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,567,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,568,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,569,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,570,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,571,neutral,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,572,neutral,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,573,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,574,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,575,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,576,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,577,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,578,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,579,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,580,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,581,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,582,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,583,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,584,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,585,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,586,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,587,helpful,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,588,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,589,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,590,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,591,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,592,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,593,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,594,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,595,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,596,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,597,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,598,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,599,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,600,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,601,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,602,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,603,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,604,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,605,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,606,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,607,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,608,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
