instance_id,db_id,final_source,parses,all_known,executable,execution_match,exec_match_reason,rows_count,unknown_tables_n,has_join,has_groupby,has_subquery,has_window,has_unnest,has_with,bytes_billed,bytes_processed,lm_calls,latency_ms,completion_tokens,wall_time_s,candidate_count,repair_used,repair_success,repair_rounds,judge_invoked,judge_overrode,judge_chose,judge_confidence,error_type,error_message_short,bucket
bq112,bls,C2_cte_decomp,False,,,False,"exec_fail:BadRequest:400 Syntax error: Expected ""("" or keyword SELECT or keyword TABLE but got identifier `bigquery-publi",0,,False,True,False,False,False,True,0,0,5,206031.3,3126,208.12,3,True,False,2,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected ""("" or keyword SELEC",syntax_error
bq055,google_dei,C2_cte_decomp,True,False,True,False,rows_mismatch_all_variants,1,,False,False,True,False,False,True,20971520,49885,3,86889.44,1368,91.5,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq075,google_dei,C1_retrieval_docs,False,True,,False,"exec_fail:BadRequest:400 Name year not found inside b at [19:86]; reason: invalidQuery, location: query, message: Name ye",0,,False,False,False,False,False,False,0,0,4,73019.44,1146,75.65,3,True,False,1,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name year not found inside b at [19:86]

Lo",other_bad_request
bq406,google_dei,C1_retrieval_docs,True,False,True,False,rows_mismatch_all_variants,36,,False,False,False,True,False,True,10485760,3213,3,133192.07,2114,136.76,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq022,chicago,C1_retrieval_docs,False,True,,False,exec_fail:BadRequest:400 Window ORDER BY expression references column trip_seconds which is neither grouped nor aggregate,0,,False,False,False,True,False,False,0,0,5,41159.93,633,43.83,3,True,False,2,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Window ORDER BY expression references colum,aggregation_error
bq362,chicago,C2_cte_decomp,True,False,False,False,exec_fail:InternalServerError:500 Query exceeded limit for bytes billed: 1000000000. 6283067392 or higher required.; reason: bytes,0,,False,True,False,True,False,True,0,0,3,36208.35,556,38.19,3,False,False,0,False,False,,0.0,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 6283067392 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes",other:InternalServerError
bq363,chicago,C0_direct,False,True,,False,"exec_fail:BadRequest:400 No matching signature for function LPAD
  Argument types: FLOAT64, INT64, STRING
  Signature: LP",0,,False,False,False,True,False,False,0,0,5,62967.6,985,64.79,3,True,False,2,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: No matching signature for function LPAD
  A",function_signature
bq076,chicago,C0_direct,True,True,True,False,rows_mismatch_all_variants,1,,False,False,False,False,False,False,240123904,239990008,3,17409.07,267,20.7,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq077,chicago,C2_cte_decomp,True,False,True,True,matched_variant,7,,False,True,False,False,False,True,240123904,239990008,3,22565.94,352,25.51,3,False,False,0,False,False,,0.0,,,EX_MATCH
bq109,open_targets_genetics_1,C1_retrieval_docs,False,True,,False,exec_fail:Forbidden:403 Access Denied: Table open-targets-genetics:genetics.disease_variant_gene: User does not have per,0,,True,False,False,False,False,False,0,0,3,54492.72,799,56.84,3,True,False,1,False,False,,0.0,Forbidden,403 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Access Denied: Table open-targets-genetics:,permission_denied
bq090,CYMBAL_INVESTMENTS,C0_direct,True,True,True,False,rows_mismatch_all_variants,2,,False,False,False,False,True,False,28311552,27339676,4,39213.12,617,42.33,3,False,False,0,True,True,C0_direct,0.85,,,exec_ok_but_rows_mismatch
bq442,CYMBAL_INVESTMENTS,C0_direct,True,True,True,False,rows_mismatch_all_variants,6,,False,False,False,False,False,False,76546048,76172360,4,27148.92,416,30.91,3,False,False,0,True,True,C0_direct,0.9,,,exec_ok_but_rows_mismatch
bq079,usfs_fia,C1_retrieval_docs,False,False,,False,exec_fail:NotFound:404 Not found: Table bigquery-public-data:usfs_fia.state_codes was not found in location US; reason:,0,,False,True,False,False,False,True,0,0,5,200125.07,3134,202.8,3,True,False,2,False,False,,0.0,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:usfs_,table_or_dataset_not_found
bq024,usfs_fia,C2_cte_decomp,False,False,,False,"exec_fail:BadRequest:400 Unrecognized name: measurement_date at [8:23]; reason: invalidQuery, location: query, message: U",0,,False,True,False,False,False,True,0,0,4,76562.05,1160,78.05,3,True,False,1,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: measurement_date at [8:2,unrecognized_column
bq220,usfs_fia,C2_cte_decomp,False,False,,False,"exec_fail:BadRequest:400 Name evaluation_type not found inside c at [14:7]; reason: invalidQuery, location: query, messag",0,,False,True,False,True,False,True,0,0,5,108371.83,1663,111.95,3,True,False,2,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name evaluation_type not found inside c at ,other_bad_request
bq096,gbif,C1_retrieval_docs,True,True,False,False,exec_fail:InternalServerError:500 Query exceeded limit for bytes billed: 1000000000. 172283133952 or higher required.; reason: byt,0,,False,True,False,False,False,False,0,0,3,28542.88,451,30.67,3,False,False,0,False,False,,0.0,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 172283133952 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for byt",other:InternalServerError
bq277,noaa_ports,C1_retrieval_docs,False,True,,False,"exec_fail:BadRequest:400 Name int_point_geom not found inside wp at [7:77]; reason: invalidQuery, location: query, messag",0,,False,False,False,False,False,False,0,0,5,60780.2,905,63.82,3,True,False,2,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name int_point_geom not found inside wp at ,other_bad_request
bq278,sunroof_solar,C0_direct,True,False,True,False,rows_mismatch_all_variants,67,,False,True,False,False,False,True,20971520,3933229,4,109545.42,1726,112.61,3,False,False,0,True,True,C0_direct,0.85,,,exec_ok_but_rows_mismatch
bq102,gnomAD,C2_cte_decomp,False,,,False,"exec_fail:BadRequest:400 Syntax error: Unexpected identifier ""_nfe_onf"" at [1:1]; reason: invalidQuery, location: query, ",0,,False,False,False,False,False,False,0,0,5,248463.69,3500,249.57,3,True,False,2,False,False,,0.0,unsafe,,parse_failure
bq445,gnomAD,C2_cte_decomp,False,,,False,"exec_fail:BadRequest:400 Syntax error: Unexpected integer literal ""01"" at [1:1]; reason: invalidQuery, location: query, m",0,,False,False,False,False,False,False,0,0,5,217006.45,3022,217.92,3,True,False,2,False,False,,0.0,unsafe,,parse_failure
bq103,gnomAD,C1_retrieval_docs,True,True,True,False,rows_mismatch_all_variants,1,,False,False,False,False,False,False,331350016,331294872,3,40665.91,456,45.83,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq105,nhtsa_traffic_fatalities_plus,C2_cte_decomp,False,False,,False,exec_fail:NotFound:404 Not found: Table bigquery-public-data:census_bureau_usa.population_by_county_2010 was not found ,0,,False,True,False,False,False,True,0,0,5,117778.72,1819,120.62,3,True,False,2,False,False,,0.0,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:censu,table_or_dataset_not_found
bq108,nhtsa_traffic_fatalities,C1_retrieval_docs,True,True,True,False,rows_mismatch_all_variants,1000,,False,False,False,False,False,False,20971520,2479488,3,54835.14,821,58.24,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq067,nhtsa_traffic_fatalities,C1_retrieval_docs,False,True,,False,"exec_fail:BadRequest:400 Unrecognized name: travel_speed at [22:11]; reason: invalidQuery, location: query, message: Unre",0,,False,False,False,False,False,False,0,0,5,158860.42,2467,161.96,3,True,False,2,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: travel_speed at [22:11]
",unrecognized_column
bq396,nhtsa_traffic_fatalities,C2_cte_decomp,False,False,,False,"exec_fail:BadRequest:400 Unrecognized name: weather_condition at [4:19]; reason: invalidQuery, location: query, message: ",0,,False,True,False,False,False,True,0,0,4,67157.69,1015,68.8,3,True,False,1,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: weather_condition at [4:,unrecognized_column
bq441,nhtsa_traffic_fatalities,C1_retrieval_docs,True,True,True,False,rows_mismatch_all_variants,1000,,True,False,False,False,False,False,31457280,5821378,3,41280.15,601,47.59,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq097,sdoh,C0_direct,True,True,True,False,rows_mismatch_all_variants,0,,False,False,False,False,False,False,0,13658588,3,48482.78,677,53.57,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq120,sdoh,C2_cte_decomp,False,False,,False,exec_fail:NotFound:404 Not found: Table bigquery-public-data:usa_names.snapshots was not found in location US; reason: ,0,,False,True,False,False,False,True,0,0,4,57989.98,822,61.04,3,True,False,1,False,False,,0.0,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:usa_n,table_or_dataset_not_found
bq110,sdoh,C1_retrieval_docs,False,True,,False,"exec_fail:BadRequest:400 Name Year not found inside hpc at [9:13]; reason: invalidQuery, location: query, message: Name Y",0,,False,False,False,False,False,False,0,0,4,50354.28,749,53.16,3,True,False,1,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name Year not found inside hpc at [9:13]

L",other_bad_request
bq395,sdoh,C1_retrieval_docs,True,False,True,False,rows_mismatch_all_variants,0,,True,True,True,True,False,True,0,44447,3,105433.29,1564,110.92,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq352,sdoh,C1_retrieval_docs,False,True,,False,"exec_fail:BadRequest:400 Name commute_45_59_mins not found inside T1 at [1:20]; reason: invalidQuery, location: query, me",0,,False,True,False,False,False,False,0,0,5,74608.8,1081,78.24,3,True,False,2,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name commute_45_59_mins not found inside T1,other_bad_request
bq074,sdoh,C0_direct,True,True,True,False,rows_mismatch_all_variants,1,,True,False,False,False,False,False,0,9694652,4,51814.34,724,56.08,3,False,False,0,True,True,C0_direct,0.9,,,exec_ok_but_rows_mismatch
bq066,sdoh,C2_cte_decomp,False,False,,False,"exec_fail:BadRequest:400 Unrecognized name: maternal_morbidity at [17:5]; reason: invalidQuery, location: query, message:",0,,False,True,False,False,False,True,0,0,4,75477.3,1102,78.41,3,True,False,1,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: maternal_morbidity at [1,unrecognized_column
bq114,openaq,C2_cte_decomp,False,False,,False,exec_fail:NotFound:404 Not found: Table bigquery-public-data:openaq.measurements was not found in location US; reason: ,0,,False,True,False,False,False,True,0,0,4,87775.44,1354,89.43,3,True,False,1,False,False,,0.0,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:opena,table_or_dataset_not_found
bq116,sec_quarterly_financials,C1_retrieval_docs,True,True,False,False,exec_fail:InternalServerError:500 Query exceeded limit for bytes billed: 1000000000. 7865368576 or higher required.; reason: bytes,0,,False,False,False,False,False,False,0,0,3,41639.01,625,44.15,3,False,False,0,False,False,,0.0,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 7865368576 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes",other:InternalServerError
bq041,stackoverflow,C2_cte_decomp,False,,,False,"exec_fail:BadRequest:400 Syntax error: Unexpected end of script at [52:2]; reason: invalidQuery, location: query, message",0,,True,True,False,False,False,True,0,0,4,97600.64,1512,99.08,3,True,False,1,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Unexpected end of script at [,syntax_error
bq123,stackoverflow,C2_cte_decomp,True,False,True,False,rows_mismatch_all_variants,1,,True,True,False,False,False,True,913309696,912707936,3,50776.63,735,54.47,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq280,stackoverflow,C0_direct,True,True,True,False,rows_mismatch_all_variants,1,,False,False,False,False,False,False,907018240,906790771,4,27274.91,372,30.8,3,False,False,0,True,True,C0_direct,0.9,,,exec_ok_but_rows_mismatch
bq300,stackoverflow,C1_retrieval_docs,True,True,True,False,rows_mismatch_all_variants,1,,False,False,False,False,False,False,912261120,911748574,4,27481.51,368,30.89,3,False,False,0,True,False,C1_retrieval_docs,0.9,,,exec_ok_but_rows_mismatch
bq301,stackoverflow,C1_retrieval_docs,False,True,,False,"exec_fail:BadRequest:400 No matching signature for operator = for argument types: TIMESTAMP, DATE
  Signature: T1 = T1
  ",0,,False,False,False,False,False,False,0,0,5,91940.98,1396,94.03,3,True,False,2,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: No matching signature for operator = for ar,function_signature
bq302,stackoverflow,C1_retrieval_docs,True,True,True,False,rows_mismatch_all_variants,9,,False,False,False,False,False,False,817889280,817706334,3,30857.76,433,33.88,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq303,stackoverflow,C1_retrieval_docs,True,True,True,False,rows_mismatch_all_variants,14,,False,False,False,False,False,False,998244352,998204454,3,60078.36,889,63.16,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq304,stackoverflow,C1_retrieval_docs,False,False,,False,"exec_fail:BadRequest:400 Syntax error: Expected "")"" but got keyword NOT at [14:24]; reason: invalidQuery, location: query",0,,False,True,False,False,False,True,0,0,4,81624.16,1233,82.68,3,True,False,1,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got keyword ",syntax_error
bq310,stackoverflow,C2_cte_decomp,True,False,False,False,exec_fail:InternalServerError:500 Query exceeded limit for bytes billed: 1000000000. 2122317824 or higher required.; reason: bytes,0,,False,False,True,False,False,True,0,0,4,23189.64,300,25.58,3,False,False,0,True,True,C2_cte_decomp,0.9,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 2122317824 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes",other:InternalServerError
bq305,stackoverflow,C2_cte_decomp,False,False,,False,"exec_fail:BadRequest:400 Unrecognized name: u at [47:3]; reason: invalidQuery, location: query, message: Unrecognized nam",0,,True,True,True,False,False,True,0,0,5,117375.53,1806,119.53,3,True,False,2,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: u at [47:3]

Location: N",unrecognized_column
bq306,stackoverflow,C2_cte_decomp,True,False,False,False,exec_fail:InternalServerError:500 Query exceeded limit for bytes billed: 1000000000. 5687476224 or higher required.; reason: bytes,0,,True,True,False,False,False,True,0,0,4,56088.54,821,58.63,3,False,False,0,True,False,C2_cte_decomp,0.95,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 5687476224 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes",other:InternalServerError
bq308,stackoverflow,C2_cte_decomp,False,False,,False,"exec_fail:BadRequest:400 Unrecognized name: posts_questions at [20:8]; reason: invalidQuery, location: query, message: Un",0,,False,True,False,False,False,True,0,0,4,83115.36,1281,85.35,3,True,False,1,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: posts_questions at [20:8,unrecognized_column
bq309,stackoverflow,C2_cte_decomp,False,,,False,"exec_fail:BadRequest:400 Syntax error: Expected "")"" but got keyword AS at [29:18]; reason: invalidQuery, location: query,",0,,False,True,False,False,False,True,0,0,5,140770.9,2184,143.03,3,True,False,2,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got keyword ",syntax_error
bq124,fhir_synthea,C2_cte_decomp,False,,,False,"exec_fail:BadRequest:400 Syntax error: Unexpected "","" at [1:1]; reason: invalidQuery, location: query, message: Syntax er",0,,False,False,False,False,False,False,0,0,5,196376.34,2742,198.2,3,True,False,2,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Unexpected "","" at [1:1]

Loca",syntax_error
bq391,fhir_synthea,C1_retrieval_docs,True,True,True,False,rows_mismatch_all_variants,0,,False,False,False,False,False,False,70254592,70017308,3,67895.94,869,71.88,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq126,the_met,C1_retrieval_docs,True,True,True,False,rows_mismatch_all_variants,38,,False,False,False,False,False,False,48234496,48128379,4,28103.96,418,31.12,3,False,False,0,True,False,C1_retrieval_docs,0.9,,,exec_ok_but_rows_mismatch
bq366,the_met,C1_retrieval_docs,True,False,True,False,rows_mismatch_all_variants,3,,False,True,False,False,True,True,20971520,13539690,3,32390.54,501,35.53,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq414,the_met,C0_direct,True,True,False,False,"exec_fail:BadRequest:400 Failed to parse input string ""1903""; reason: invalidQuery, location: query, message: Failed to p",0,,False,False,False,False,False,False,0,0,4,34869.0,528,37.6,3,False,False,0,True,True,C0_direct,0.9,BadRequest,"400 Failed to parse input string ""1793""; reason: invalidQuery, location: query, message: Failed to parse input string ""1793""

Location: US
Job ID: 7692ac51-ae37",other_bad_request
bq200,mlb,C2_cte_decomp,False,False,,False,exec_fail:NotFound:404 Not found: Table bigquery-public-data:baseball.pitching_stats was not found in location US; reas,0,,True,False,False,False,False,True,0,0,5,69497.91,1087,72.05,3,True,False,2,False,False,,0.0,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:baseb,table_or_dataset_not_found
bq204,eclipse_megamovie,C0_direct,True,True,True,True,matched_variant,1,,False,False,False,False,False,False,31457280,4601084,4,29578.04,416,32.49,3,False,False,0,True,True,C0_direct,0.9,,,EX_MATCH
bq389,epa_historical_air_quality,C0_direct,False,True,,False,"exec_fail:BadRequest:400 Syntax error: Expected ""("" but got end of script at [84:5]; reason: invalidQuery, location: quer",0,,False,True,False,False,False,True,0,0,5,217632.19,3439,220.07,3,True,False,2,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected ""("" but got end of s",syntax_error
bq199,iowa_liquor_sales,C3_repaired,True,False,False,False,exec_fail:InternalServerError:500 Query exceeded limit for bytes billed: 1000000000. 1479540736 or higher required.; reason: bytes,0,,False,True,False,False,False,True,0,0,4,48375.11,773,51.76,4,True,True,1,False,False,,0.0,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 1479540736 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes",other:InternalServerError
bq218,iowa_liquor_sales,C1_retrieval_docs,True,False,True,False,rows_mismatch_all_variants,5,,False,True,False,False,False,True,782237696,781982126,4,46344.99,737,49.44,3,False,False,0,True,True,C1_retrieval_docs,0.85,,,exec_ok_but_rows_mismatch
bq049,iowa_liquor_sales_plus,C3_repaired,True,False,False,False,exec_fail:InternalServerError:500 Query exceeded limit for bytes billed: 1000000000. 1752170496 or higher required.; reason: bytes,0,,False,True,True,False,False,True,0,0,5,97818.77,1569,101.69,4,True,True,2,False,False,,0.0,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 1752170496 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes",other:InternalServerError
bq360,nppes,C2_cte_decomp,False,,,False,"exec_fail:BadRequest:400 Syntax error: Unexpected end of script at [38:2]; reason: invalidQuery, location: query, message",0,,True,True,True,False,False,True,0,0,4,75443.85,1191,76.68,3,True,False,1,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Unexpected end of script at [,syntax_error
bq286,usa_names,C1_retrieval_docs,True,True,True,False,rows_mismatch_all_variants,1,,False,False,False,True,False,False,195035136,194873810,4,30719.1,489,33.85,3,False,False,0,True,False,C1_retrieval_docs,0.9,,,exec_ok_but_rows_mismatch
bq143,CPTAC_PDC,C2_cte_decomp,False,False,,False,"exec_fail:BadRequest:400 Unrecognized name: sample_submitter_id at [3:5]; reason: invalidQuery, location: query, message:",0,,False,False,False,False,False,True,0,0,5,126649.11,1933,129.25,3,True,False,2,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: sample_submitter_id at [,unrecognized_column
bq046,TCGA_bioclin_v0,C2_cte_decomp,False,False,,False,"exec_fail:BadRequest:400 Name associated_entities not found inside cd at [11:18]; reason: invalidQuery, location: query, ",0,,True,False,False,False,True,True,0,0,4,110720.04,1686,113.98,3,True,False,1,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name associated_entities not found inside c,other_bad_request
bq161,pancancer_atlas_2,C1_retrieval_docs,True,True,False,False,exec_fail:InternalServerError:500 Query exceeded limit for bytes billed: 1000000000. 5853151232 or higher required.; reason: bytes,0,,True,True,False,False,False,False,0,0,3,73980.23,1137,76.92,3,False,False,0,False,False,,0.0,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 5853151232 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes",other:InternalServerError
bq151,pancancer_atlas_2,C0_direct,True,False,False,False,exec_fail:InternalServerError:500 Query exceeded limit for bytes billed: 1000000000. 7954497536 or higher required.; reason: bytes,0,,False,True,False,False,False,True,0,0,3,76982.45,1188,79.84,3,False,False,0,False,False,,0.0,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 7954497536 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes",other:InternalServerError
bq162,HTAN_1,C1_retrieval_docs,True,False,True,False,rows_mismatch_all_variants,1000,,False,False,False,False,False,True,31457280,444138,3,64555.69,961,67.55,3,False,False,0,False,False,,0.0,,,exec_ok_but_rows_mismatch
bq165,mitelman,C2_cte_decomp,False,False,,False,"exec_fail:BadRequest:400 Unrecognized name: TotalCases at [22:12]; reason: invalidQuery, location: query, message: Unreco",0,,True,True,False,False,False,True,0,0,5,217178.22,3482,219.45,3,True,False,2,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: TotalCases at [22:12]

L",unrecognized_column
bq169,mitelman,C1_retrieval_docs,False,True,,False,exec_fail:BadRequest:400 The HAVING clause only allows aggregation if GROUP BY or SELECT list aggregation is present at [,0,,False,False,False,False,False,False,0,0,5,107443.85,1700,110.81,3,True,False,2,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: The HAVING clause only allows aggregation i,aggregation_error
bq111,mitelman,C2_cte_decomp,False,False,,False,"exec_fail:BadRequest:400 Invalid project ID 'isb_cgc_bq'. Project IDs must contain 6-63 lowercase letters, digits, or das",0,,True,True,False,False,False,True,0,0,4,83416.03,1310,87.24,3,True,False,2,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Invalid project ID 'isb_cgc_bq'. Project ID,other_bad_request
bq279,austin,C2_cte_decomp,False,True,,False,"exec_fail:BadRequest:400 Unrecognized name: station_id at [13:51]; reason: invalidQuery, location: query, message: Unreco",0,,False,False,False,False,False,True,0,0,4,40648.83,613,42.14,3,True,False,1,False,False,,0.0,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: station_id at [13:51]

L",unrecognized_column
bq281,austin,C2_cte_decomp,True,False,True,True,matched_variant,1,,False,True,False,False,False,True,197132288,197090492,4,32891.62,490,35.85,3,False,False,0,True,True,C2_cte_decomp,0.9,,,EX_MATCH
bq282,austin,C1_retrieval_docs,False,True,,False,"exec_fail:BadRequest:400 No matching signature for operator != for argument types: INT64, STRING
  Signature: T1 != T1
  ",0,,False,False,False,False,False,False,0,0,4,33479.86,496,35.12,3,True,False,1,False,False,,0.0,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: No matching signature for operator != for a,function_signature
bq006,austin,C0_direct,True,False,True,False,rows_mismatch_all_variants,1,,False,True,False,False,False,True,10485760,2723396,4,37009.27,553,39.82,3,False,False,0,True,True,C0_direct,0.9,,,exec_ok_but_rows_mismatch
bq284,bbc,C1_retrieval_docs,True,False,True,False,rows_mismatch_all_variants,5,,False,True,False,False,False,True,10485760,4992626,4,28722.33,460,31.65,3,False,False,0,True,True,C1_retrieval_docs,0.9,,,exec_ok_but_rows_mismatch
bq413,dimensions_ai_covid19,C2_cte_decomp,True,False,False,False,"exec_fail:BadRequest:400 Failed to parse input string ""2020""; reason: invalidQuery, location: query, message: Failed to p",0,,True,False,False,False,False,True,0,0,3,34820.22,454,37.76,3,False,False,0,False,False,,0.0,BadRequest,"400 Failed to parse input string ""2022-08""; reason: invalidQuery, location: query, message: Failed to parse input string ""2022-08""; reason: invalidQuery, locati",other_bad_request
bq425,ebi_chembl,C0_direct,True,True,True,False,rows_mismatch_all_variants,0,,False,False,False,False,False,False,10485760,1916254,4,24627.97,361,28.02,3,False,False,0,True,True,C0_direct,0.9,,,exec_ok_but_rows_mismatch
