instance_id,db_id,bucket,parses,all_known,executable,execution_match,unknown_tables_n,unknown_columns_n,has_join,has_groupby,has_subquery,lm_calls,latency_ms,completion_tokens,bytes_billed,pred_table_refs_n,pred_datasets_n,pred_first_dataset,gen_sql_chars,final_source,error_type,error_message_short
bq079,usfs_fia,table_or_dataset_not_found,True,False,False,False,4,2,True,True,True,1,40527.67,662,0,2,1,bigquery-public-data.usfs_fia,2396,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:usfs_
bq024,usfs_fia,table_or_dataset_not_found,True,False,False,False,1,0,True,True,False,1,10160.19,163,0,2,1,bigquery-public-data.usfs_fia,545,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:usfs_
bq220,usfs_fia,unrecognized_column,True,False,False,False,0,2,False,True,False,1,9431.81,150,0,1,1,bigquery-public-data.usfs_fia,552,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: evaluation_type at [12:5
bq096,gbif,other:InternalServerError,True,True,False,False,0,0,False,True,True,1,6341.08,103,0,1,1,bigquery-public-data.gbif,308,C0_anchor,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 202528260096 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for byt"
bq277,noaa_ports,permission_denied,True,False,False,False,1,0,True,True,False,1,9619.08,153,0,3,3,bigquery-public-data.geo_international_ports,483,C0_anchor,Forbidden,403 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Access Denied: Table bigquery-public-data:n
bq278,sunroof_solar,exec_ok_but_rows_mismatch,True,True,True,False,0,0,False,True,False,1,25959.93,425,20971520,2,1,bigquery-public-data.sunroof_solar,1527,C0_anchor,,
bq102,gnomAD,unrecognized_column,True,False,False,False,0,1,False,False,False,1,7364.39,114,0,1,1,bigquery-public-data.gnomAD,340,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: VEP at [9:17]

Location:"
bq445,gnomAD,unrecognized_column,True,False,False,False,2,4,False,False,True,1,14789.84,235,0,1,1,bigquery-public-data.gnomAD,753,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: VEP at [10:19]

Location"
bq103,gnomAD,unrecognized_column,True,False,False,False,0,1,False,False,False,1,8711.86,135,0,1,1,bigquery-public-data.gnomAD,343,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: NHOMALT at [4:7]

Locati"
bq105,nhtsa_traffic_fatalities_plus,unrecognized_column,True,False,False,False,2,1,True,True,False,1,38756.43,636,0,3,2,bigquery-public-data.census_bureau_usa,1000,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: state_name; Did you mean
bq108,nhtsa_traffic_fatalities,table_or_dataset_not_found,True,False,False,False,1,0,True,False,False,1,9727.47,156,0,2,1,bigquery-public-data.nhtsa_traffic_fatalities,453,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:nhtsa
bq067,nhtsa_traffic_fatalities,table_or_dataset_not_found,True,False,False,False,1,4,True,True,False,1,23668.21,382,0,2,1,bigquery-public-data.nhtsa_traffic_fatalities,1139,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:nhtsa
bq396,nhtsa_traffic_fatalities,unrecognized_column,True,False,False,False,0,1,True,True,False,1,9822.04,157,0,2,1,bigquery-public-data.nhtsa_traffic_fatalities,496,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name state_name not found inside d at [2:5]
bq441,nhtsa_traffic_fatalities,exec_ok_but_rows_mismatch,True,True,True,False,0,0,False,False,False,1,4702.18,72,10485760,1,1,bigquery-public-data.nhtsa_traffic_fatalities,267,C0_anchor,,
bq097,sdoh,unrecognized_column,True,False,False,False,0,2,False,True,False,1,5745.03,88,0,1,1,bigquery-public-data.census_bureau_acs,243,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: geo_name at [7:3]

Locat"
bq120,sdoh,table_or_dataset_not_found,True,False,False,False,3,1,True,True,False,1,19201.26,308,0,4,2,bigquery-public-data.census_bureau_acs,819,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:censu
bq110,sdoh,table_or_dataset_not_found,True,False,False,False,1,5,False,True,False,1,6695.77,103,0,1,1,bigquery-public-data.usa,272,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Dataset bigquery-public-data:usa
bq395,sdoh,exec_ok_but_rows_mismatch,True,False,True,False,3,4,True,True,False,1,14401.61,229,0,1,1,bigquery-public-data.census_bureau_acs,841,C0_anchor,,
bq352,sdoh,table_or_dataset_not_found,True,False,False,False,2,0,True,False,False,1,7517.85,117,0,2,2,bigquery-public-data.cdc,290,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Dataset bigquery-public-data:cdc
bq074,sdoh,unrecognized_column,True,False,False,False,1,6,False,True,True,1,12523.32,199,0,1,1,bigquery-public-data.census_bureau_acs,588,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: year at [5:19]

Location"
bq066,sdoh,permission_denied,True,False,False,False,1,0,True,True,False,1,10028.22,158,0,2,2,bigquery-public-data.census_bureau_acs,531,C0_anchor,Forbidden,403 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Access Denied: Table bigquery-public-data:s
bq114,openaq,table_or_dataset_not_found,True,False,False,False,1,1,True,False,False,1,13787.89,223,0,2,2,bigquery-public-data.epa_historical_air_quality,640,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:opena
bq116,sec_quarterly_financials,other:InternalServerError,True,False,False,False,0,1,True,True,False,1,10535.0,169,0,2,1,bigquery-public-data.sec_quarterly_financials,502,C0_anchor,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 17821597696 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for byte"
bq041,stackoverflow,function_signature,True,False,False,False,4,1,True,True,False,1,31929.82,524,0,3,1,bigquery-public-data.stackoverflow,1892,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: No matching signature for operator = for ar
bq123,stackoverflow,function_signature,True,False,False,False,3,5,True,True,True,1,14894.51,243,0,2,1,bigquery-public-data.stackoverflow,943,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Function not found: TIMESTAMPDIFF; Did you 
bq280,stackoverflow,exec_ok_but_rows_mismatch,True,True,True,False,0,0,True,True,False,1,4228.84,67,907018240,2,1,bigquery-public-data.stackoverflow,238,C0_anchor,,
bq300,stackoverflow,exec_ok_but_rows_mismatch,True,True,True,False,0,0,False,False,False,1,2661.85,41,817889280,1,1,bigquery-public-data.stackoverflow,153,C0_anchor,,
bq301,stackoverflow,other_bad_request,True,True,False,False,0,0,True,False,False,1,14402.18,233,0,3,1,bigquery-public-data.stackoverflow,899,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name owner_reputation not found inside q at
bq302,stackoverflow,exec_ok_but_rows_mismatch,True,False,True,False,0,1,False,True,False,1,5743.02,92,817889280,1,1,bigquery-public-data.stackoverflow,283,C0_anchor,,
bq303,stackoverflow,other:InternalServerError,True,True,False,False,0,0,True,False,False,1,27046.41,441,0,4,1,bigquery-public-data.stackoverflow,450,C0_anchor,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 3039821824 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes"
bq304,stackoverflow,unrecognized_column,True,False,False,False,5,3,True,False,False,1,24112.18,392,0,1,1,bigquery-public-data.stackoverflow,1328,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: tag; Did you mean tags? 
bq310,stackoverflow,function_signature,True,True,False,False,0,0,False,False,False,1,5746.43,90,0,1,1,bigquery-public-data.stackoverflow,339,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: No matching signature for function REPLACE
"
bq305,stackoverflow,function_signature,True,False,False,False,3,1,True,True,True,1,21817.46,355,0,2,1,bigquery-public-data.stackoverflow,1243,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: No matching signature for aggregate functio
bq306,stackoverflow,unrecognized_column,True,False,False,False,0,1,True,True,False,1,11934.6,192,0,3,1,bigquery-public-data.stackoverflow,556,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: t at [2:5]

Location: No"
bq308,stackoverflow,table_or_dataset_not_found,True,False,False,False,3,1,True,True,False,1,16807.53,275,0,2,1,bigquery-public-data.stackoverflow,1023,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:stack
bq309,stackoverflow,other:InternalServerError,True,True,False,False,0,0,True,True,True,1,15514.25,252,0,4,1,bigquery-public-data.stackoverflow,928,C0_anchor,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 39621492736 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for byte"
bq124,fhir_synthea,table_or_dataset_not_found,True,False,False,False,1,0,True,False,False,1,9515.03,153,0,9,6,bigquery-public-data.fhir_synthea,538,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:fhir_
bq391,fhir_synthea,table_or_dataset_not_found,True,False,False,False,4,4,True,True,True,1,12982.27,210,0,4,2,bigquery-public-data.fhir_synthea,840,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:fhir_
bq126,the_met,exec_ok_but_rows_mismatch,True,True,True,False,0,0,True,False,False,1,6452.3,102,53477376,2,1,bigquery-public-data.the_met,350,C0_anchor,,
bq366,the_met,exec_ok_but_rows_mismatch,True,False,True,False,0,1,True,True,False,1,7044.27,112,20971520,2,1,bigquery-public-data.the_met,374,C0_anchor,,
bq414,the_met,exec_ok_but_rows_mismatch,True,True,True,False,0,0,True,False,False,1,7593.55,121,20971520,3,2,bigquery-public-data.the_met,386,C0_anchor,,
bq200,mlb,table_or_dataset_not_found,True,False,False,False,3,0,True,True,False,1,15075.27,243,0,3,1,bigquery-public-data.baseball,787,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:baseb
bq204,eclipse_megamovie,EX_MATCH,True,False,True,True,0,2,False,True,True,1,8682.29,138,31457280,3,1,bigquery-public-data.eclipse_megamovie,450,C0_anchor,,
bq389,epa_historical_air_quality,function_signature,True,False,False,False,0,1,False,True,False,1,15248.11,247,0,1,1,bigquery-public-data.epa_historical_air_quality,831,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Function not found: YEAR at [13:7]

Locatio"
bq199,iowa_liquor_sales,other:InternalServerError,True,False,False,False,1,3,False,True,False,1,13375.84,221,0,1,1,bigquery-public-data.iowa_liquor_sales,640,C0_anchor,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 1180696576 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes"
bq218,iowa_liquor_sales,table_or_dataset_not_found,True,False,False,False,2,1,True,True,False,1,13121.26,217,0,1,1,iowa_liquor_sales,715,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Dataset project-0e0fc8a5-27b1-4e
bq049,iowa_liquor_sales_plus,function_signature,True,False,False,False,3,2,True,True,True,1,20598.14,340,0,2,2,bigquery-public-data.census_bureau_usa,1061,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Function not found: YEAR at [10:9]

Locatio"
bq360,nppes,table_or_dataset_not_found,True,False,False,False,3,2,True,True,False,1,14409.98,237,0,2,1,bigquery-public-data.nppes,747,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:nppes
bq286,usa_names,exec_ok_but_rows_mismatch,True,False,True,False,0,1,False,False,False,1,5412.03,89,171966464,1,1,bigquery-public-data.usa_names,228,C0_anchor,,
bq143,CPTAC_PDC,syntax_error,False,False,False,False,0,0,False,False,False,1,11173.77,178,0,2,1,isb-cgc-bq.CPTAC,522,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected end of input but got
bq046,TCGA_bioclin_v0,table_or_dataset_not_found,True,True,False,False,0,0,True,False,False,1,9439.34,151,0,3,1,isb-cgc.TCGA_bioclin_v0,417,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table isb-cgc:TCGA_bioclin_v0.re
bq161,pancancer_atlas_2,other:InternalServerError,True,True,False,False,0,0,True,False,False,1,10455.19,168,0,2,1,isb-cgc-bq.pancancer_atlas,429,C0_anchor,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 4756340736 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes"
bq151,pancancer_atlas_2,other:InternalServerError,True,False,False,False,0,2,True,True,True,1,19661.82,320,0,2,1,isb-cgc-bq.pancancer_atlas,885,C0_anchor,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 9982443520 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes"
bq162,HTAN_1,syntax_error,False,False,False,False,0,0,False,False,False,1,13146.16,212,0,0,0,,671,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got identifi"
bq165,mitelman,syntax_error,False,False,False,False,0,0,False,False,False,1,48763.09,800,0,2,1,mitelman-db.prod,1334,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Unexpected end of script at [
bq169,mitelman,other_bad_request,True,True,False,False,0,0,True,False,False,1,38449.99,631,0,2,1,mitelman-db.prod,1790,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name Chromosome not found inside cc1 at [35
bq111,mitelman,unrecognized_column,True,False,False,False,0,2,True,True,False,1,11752.41,189,0,2,1,mitelman-db.prod,507,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: mitelman_freq at [5:8]

"
bq279,austin,unrecognized_column,True,True,False,False,0,0,False,True,False,1,7201.94,115,0,1,1,bigquery-public-data.austin_bikeshare,365,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: status at [3:28]

Locati"
bq281,austin,aggregation_error,True,True,False,False,0,0,False,False,False,1,6240.76,99,0,1,1,bigquery-public-data.austin_bikeshare,364,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Multi-level aggregation requires the enclos
bq282,austin,other_bad_request,True,False,False,False,0,1,True,True,False,1,9477.5,152,0,2,2,bigquery-public-data.austin_bikeshare,495,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name start_longitude not found inside b at 
bq006,austin,function_signature,True,False,False,False,2,3,False,True,False,1,9222.44,148,0,1,1,bigquery-public-data.austin_crime,496,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Function not found: YEAR at [8:5]

Location"
bq284,bbc,exec_ok_but_rows_mismatch,True,True,True,False,0,0,False,True,False,1,5844.71,96,10485760,1,1,bigquery-public-data.bbc_news,311,C0_anchor,,
bq413,dimensions_ai_covid19,table_or_dataset_not_found,True,False,False,False,1,0,True,False,False,1,6795.26,107,0,3,2,bigquery-public-data.dimensions_ai_covid19,338,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:dimen
bq425,ebi_chembl,table_or_dataset_not_found,True,False,False,False,5,0,True,True,False,1,11148.83,181,0,5,1,bigquery-public-data.ebi_chembl,575,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:ebi_c
bq430,ebi_chembl,function_signature,True,False,False,False,4,8,True,True,True,1,46923.4,764,0,3,1,bigquery-public-data.ebi_chembl,2397,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: No matching signature for operator = for ar
bq023,fec,table_or_dataset_not_found,True,False,False,False,1,0,True,True,False,1,7892.16,123,0,2,2,bigquery-public-data.census_bureau_acs,376,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:fec.i
bq094,fec,syntax_error,False,False,False,False,0,0,False,False,False,1,10909.37,172,0,2,1,fec,522,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got identifi"
bq287,fda,permission_denied,True,False,False,False,1,0,True,True,False,1,8767.75,140,0,2,2,bigquery-public-data.census_acs,412,C0_anchor,Forbidden,403 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Access Denied: Table bigquery-public-data:c
bq432,fda,exec_ok_but_rows_mismatch,True,True,True,False,0,0,False,False,False,1,14333.25,230,40894464,1,1,bigquery-public-data.fda_food,758,C0_anchor,,
bq285,fda,exec_ok_but_rows_mismatch,True,True,True,False,0,0,False,True,False,1,2840.62,42,10485760,1,1,bigquery-public-data.fdic_banks,138,C0_anchor,,
bq288,fda,unrecognized_column,True,False,False,False,0,1,False,True,True,1,8893.88,142,0,1,1,bigquery-public-data.fdic_banks,435,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Unrecognized name: establishment_date; Did 
bq418,targetome_reactome,syntax_error,False,False,False,False,0,0,False,False,False,1,48744.62,800,0,4,2,isb-cgc-bq.reactome_versioned,2901,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got end of s"
bq330,fda,function_signature,True,False,False,False,0,1,True,True,True,1,10876.49,174,0,2,2,bigquery-public-data.fdic_banks,640,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Function not found: ST_GeomFromText; Did yo
bq398,world_bank,exec_ok_but_rows_mismatch,True,False,True,False,0,1,True,True,False,1,6359.44,99,175112192,2,2,bigquery-public-data.world_bank_health_population,387,C0_anchor,,
bq399,world_bank,other_bad_request,True,False,False,False,0,1,True,True,False,1,13714.36,220,0,4,1,bigquery-public-data.world_bank_health_population,892,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name indicator_code not found inside s at [
bq457,libraries_io,other_bad_request,True,True,False,False,0,0,True,False,False,1,13352.34,215,0,2,1,bigquery-public-data.libraries_io,907,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name repository_id not found inside d at [1
bq227,london,exec_ok_but_rows_mismatch,True,True,True,False,0,0,False,True,True,1,6805.6,111,516947968,1,1,bigquery-public-data.london_crime,310,C0_anchor,,
bq232,london,EX_MATCH,True,True,True,True,0,0,False,True,False,1,4629.01,75,930086912,1,1,bigquery-public-data.london_crime,246,C0_anchor,,
bq228,london,EX_MATCH,True,False,True,True,0,1,False,True,False,1,4441.96,72,522190848,1,1,bigquery-public-data.london_crime,224,C0_anchor,,
bq229,open_images,other:InternalServerError,True,True,False,False,0,0,False,False,False,1,9057.73,149,0,2,1,bigquery-public-data.open_images,561,C0_anchor,InternalServerError,"500 Query exceeded limit for bytes billed: 1000000000. 4150263808 or higher required.; reason: bytesBilledLimitExceeded, message: Query exceeded limit for bytes"
bq230,usda_nass_agriculture,exec_ok_but_rows_mismatch,True,True,True,False,0,0,False,True,False,1,8649.09,138,602931200,1,1,bigquery-public-data.usda_nass_agriculture,454,C0_anchor,,
bq326,world_bank,other_bad_request,True,True,False,False,0,0,True,False,False,1,11842.53,191,0,2,1,bigquery-public-data.world_bank_health_population,697,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Analytic function not allowed in WHERE clau
bq424,world_bank,other_bad_request,True,False,False,False,0,1,True,True,False,1,8678.3,137,0,3,1,bigquery-public-data.world_bank_intl_debt,509,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Name year not found inside cs at [9:104]

L"
bq327,world_bank,table_or_dataset_not_found,True,False,False,False,1,0,False,False,False,1,3031.51,44,0,1,1,bigquery-public-data.world_bank_intl_debt,141,C0_anchor,NotFound,404 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Not found: Table bigquery-public-data:world
bq328,world_bank,syntax_error,True,False,False,False,1,1,True,True,False,1,6788.04,106,0,2,2,bigquery-public-data.world_bank_health_population,336,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected end of input but got
bq393,hacker_news,syntax_error,True,False,False,False,3,6,False,True,False,1,16909.93,280,0,1,1,bigquery-public-data.hacker_news,1045,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Unexpected keyword BY at [3:5
bq403,irs_990,function_signature,True,False,False,False,0,1,False,True,False,1,6273.86,96,0,1,1,bigquery-public-data.irs_990,218,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: No matching signature for operator BETWEEN
"
bq397,ecommerce,exec_ok_but_rows_mismatch,True,False,True,False,3,0,True,True,False,1,11745.82,189,10485760,1,1,data-to-insights.ecommerce,796,C0_anchor,,
bq402,ecommerce,syntax_error,True,False,False,False,2,0,True,False,False,1,8217.99,130,0,1,1,data-to-insights.ecommerce,528,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Unexpected keyword TO at [3:1
ga001,ga4,syntax_error,True,False,False,False,1,1,True,True,False,1,6785.09,107,0,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,309,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected end of input but got
ga002,ga4,function_signature,True,False,False,False,2,3,True,True,False,1,19658.79,319,0,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,1089,C0_anchor,BadRequest,400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: No matching signature for function DATE_TRU
ga003,firebase,exec_ok_but_rows_mismatch,True,False,True,False,1,1,False,True,False,1,5548.3,87,10485760,1,1,firebase-public-project.analytics_153293282,277,C0_anchor,,
ga004,ga4,syntax_error,True,False,False,False,3,2,True,True,True,1,14716.56,238,0,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,805,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got ""*"" at ["
ga008,ga4,syntax_error,True,False,False,False,3,0,True,False,False,1,12010.18,193,0,1,1,bigquery-public-data.ga4_obfuscated_sample_ecommerce,649,C0_anchor,BadRequest,"400 POST https://bigquery.googleapis.com/bigquery/v2/projects/project-0e0fc8a5-27b1-4e00-912/jobs?prettyPrint=false: Syntax error: Expected "")"" but got ""*"" at ["
